"Abrev";"all_species";"Planted";"LMA";"Height";"Dur_flowering";"Entomophily";"Zooc";"Resprouter";"Woody";"Undesired";"X1";"X3";"X4";"X6";"X7";"X8";"X9";"X10";"X11";"X13";"X14";"X16";"X17";"X19";"X20";"X21";"X22";"X27";"X28";"X29";"X30";"X36";"X37";"X38";"X39";"X43";"X44";"X45";"X46";"X47";"X48";"X51";"X52";"X53";"X55";"X56";"X57";"X58";"X60";"X61";"X62";"X63";"X65";"X69";"X71";"X74";"X75";"X76";"X79";"X80";"X1VN";"X3.1VN";"X3.2VN";"X4VN";"X5.1VN";"X5.2VN";"X6VN";"CTM1";"CTM2";"CTM3";"CTM4";"CTM5";"CTM6";"PE10";"PE11";"PE13.1";"PE13.2";"PE14";"PE20";"UECN1";"UECN2";"UECN3";"UECR1";"UECR2";"UECR3";"UEMA1";"UEMA2";"UEMA3"
"Podor";"Pulicaria odora";0;0,0702247191011236;30;4;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,058973855;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,107271683;0
"Qcocc";"Quercus coccifera";1;0,0681198910081744;420;3;0;1;1;1;0;0;0;0;0;0,065271772;0;0,007819897;0;0;0;0;0;0;0;0;0;0;0,007684426;0;0;0;0,004083855;0;0;0;0;0,049554923;0;0;0;0,037324981;0,005185028;0;0;0,012065961;0;0;0;0;0;0,021621622;0;0;0,037751331;0;0;0;0;0;0,065965583;0,120631415;0,366087751;0,081395349;0,150494654;0,313544329;0,376103454;0,093202787;0,067229788;0,317220544;0,04376013;0,239694349;0,143393848;0,049728949;0;0;0;0;0,006443712;0;0,121678322;0,346610322;0,335642112;0,004493443;0;0;0,009969758;0,06276194;0,05176201
"Qfagi";"Quercus faginea";1;0,100831862868666;2000;4;0;0;1;1;0;0;0;0;0;0;0,015663225;0;0;0,025251341;0,07540743;0;0;0;0;0;0;0;0;0;0,053882528;0;0;0;0;0;0;0;0;0;0;0;0;0;0,063173088;0;0;0;0;0;0;0;0;0;0;0;0;0,020936058;0,014051853;0;0,037284895;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,026027007;0;0;0;0;0;0;0;0,017316499;0;0;0;0,048064723
"Rrugo";"Rapistrum rugosum";0;0,0846023688663283;80;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,07019232;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Rmono";"Retama monosperma";1;0,0736919675755343;340;4;1;1;0;1;0;0;0,103655686;0;0;0,028754084;0;0;0;0;0;0,018330983;0;0,083798883;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,03789374;0,041287896;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,016838167;0,024599965;0,094643662;0;0,056704669;0;0;0;0;0;0;0;0;0;0
"Ralat";"Rhamnus alaternus";0;0,104166666666667;370;4;1;1;1;1;0;0;0;0;0;0;0;0;0,013546371;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,023983212;0;0;0;0;0;0,002431118;0,004021717;0;0,003108059;0;0;0;0;0;0;0;0;0;0;0;0;0,03589113;0;0
"Rlyci";"Rhamnus lycioides";0;0,112170499158721;220;3;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,005484461;0,01627907;0;0;0;0,012709471;0,002585761;0,008239495;0,012155592;0,020108586;0,023268779;0;0;0;0;0;0;0;0,017832168;0,006743391;0;0;0;0;0;0;0
"Roffi";"Rosmarinus officinalis";1;0,0726216412490922;190;9;1;1;0;1;0;0;0;0,051146073;0,022861304;0,024440972;0;0;0;0;0;0,084322522;0;0;0;0;0;0;0,232069672;0,023650697;0,025658347;0;0;0;0;0;0,023128099;0;0;0;0;0;0,044072737;0;0;0,020109934;0,034582133;0;0;0;0;0;0,016686893;0,0192;0;0;0;0;0;0,104336731;0,037284895;0;0,069926874;0,047674419;0;0,029486927;0;0,072585201;0,327098776;0,012908542;0;0,114618942;0,004944615;0;0;0;0;0,030547536;0,03651437;0,124211087;0,122727273;0,262722532;0,245681226;0;0;0;0;0,003842568;0
"Rcris";"Rostraria cristata";0;0,0264550264550265;60;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,029622868;0;0,004469274;0;0;0;0;0;0;0;0;0;0,009347782;0;0,007920792;0;0;0;0;0,063644446;0;0;0;0;0;0;0;0;0,001929271;0;0;0;0;0,049713687;0;0;0;0;0;0;0;0;0;0;0;0,116153012;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Rpere";"Rubia peregrina";0;0,0684899583961172;75;5;1;1;0;1;0;0;0,002159493;0;0,005715326;0,002875408;0;0;0,000891209;0,043179794;0;0;0;0;0;0;0;0;0,005122951;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,000921261;0;0;0;0;0;0;0,003070622;0;0;0;0;0;0;0,005995803;0;0,00464612;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Rulmi";"Rubus ulmifolius";0;0,0792314548875904;170;5;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0,033519553;0,034801356;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,02734991;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,005180099;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Racul";"Ruscus aculeatus";0;0,0840336134453781;2,5903;4;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,04376013;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,016010699;0
"Rchal";"Ruta chalepensis";0;0,122940742562085;140;5;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,007293355;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Sscla";"Salvia sclareoides";0;0,0892060660124888;15;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,04154066;0;0
"Smino";"Sanguisorba minor";1;0,0561608446591037;27,6;7;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,01618123;0,1024;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,009606419;0
"Smuri";"Scorpiurus muricatus";0;0,0663768212140321;18,7;4;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,009347782;0;0;0;0;0;0;0,00172012;0;0;0;0;0,010725298;0;0;0;0;0;0;0;0,0128;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Salbu";"Sedum album";0;0,0663129973474801;15;3;1;0;0;0;0;0;0;0,005945731;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,005484461;0,007751938;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Ssedi";"Sedum sediforme";0;0,181818181818182;12,6;5;1;0;1;0;0;0;0;0,00198191;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,065640194;0;0,052063892;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Sparv";"Serapias parviflora";0;0,0623014142421033;21;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,005206389;0;0;0,015374978;0,016562641;0,051910846;0;0;0;0;0;0,005616803;0;0;0;0,019212839;0
"Sstri";"Serapias strictiflora";0;0,0623014142421033;36;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,02152497;0;0;0;0;0;0;0;0;0;0;0;0;0
"Sarve";"Sherardia arvensis";0;0,0402198683454896;13,3;5;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,01458671;0;0,032973798;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Silen";"Silene sp.";0;0,0379506641366224;34,29;4;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,001325681;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Salba";"Sinapis alba";0;0,0684931506849315;40;5;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,037418148;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Saspe";"Smilax aspera";0;0,0954821020231989;220;3;1;1;1;1;0;0;0;0;0;0,01006393;0;0;0;0,022726207;0;0,003666197;0;0;0,038281492;0;0;0;0,054815574;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,003753445;0;0;0;0;0;0;0;0;0;0;0;0,346888398;0,101462523;0;0,320775457;0,175938667;0,077822518;0;0,010343044;0,219719857;0;0,10255379;0;0,337569777;0;0;0;0;0,015035329;0;0;0;0;0;0;0;0;0;0
"Snigr";"Solanum nigrum";0;0,0364670702355773;22,25;12;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,054054054;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Soler";"Sonchus oleraceus";0;0,029314337642541;76,9;12;1;0;0;0;0;0;0;0,00198191;0;0;0;0;0;0;0;0;0,032258065;0;0,013920543;0,089238845;0;0;0;0,00970285;0;0;0,021780561;0;0;0;0;0,097274479;0,017307027;0,052910053;0;0;0;0;0,058159351;0;0,031700288;0;0,023683587;0;0;0;0;0;0;0,00982801;0;0;0;0;0,030592734;0;0;0;0;0;0;0;0;0,005492996;0;0;0;0;0,005612722;0,006149991;0;0,01996571;0;0;0;0;0;0;0;0;0;0;0
"Sjunc";"Spartium junceum";1;0,0739513695793646;370;4;1;0;1;1;0;0;0;0;0;0;0;0;0;0,005050268;0;0;0;0;0;0;0;0;0;0;0;0,025795442;0;0;0;0;0;0;0;0;0,093660542;0;0;0;0;0;0;0;0,256730086;0,011260335;0;0;0;0;0;0,090663391;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,063884472;0;0,158944907;0;0;0;0;0;0;0,012756737;0;0,025617118;0
"Sdubi";"Staehelina dubia";1;0,0955474871010892;70;4;1;0;0;1;0;0;0;0,051146073;0,082872228;0,151534025;0;0,013033162;0;0;0;0;0;0;0;0;0;0;0,015368852;0;0;0;0;0;0;0;0,061193097;0;0;0;0;0;0;0;0;0;0;0;0;0,045041341;0,082913448;0;0;0;0,008389185;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,008239495;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,003246844;0,022324289;0;0;0
"Tvill";"Thapsia villosa";0;0,20703933747412;83;2;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,062476671;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Tcapi";"Thymbra capitata";0;0,124038700074423;60;4;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,089028042;0;0;0,031683168;0;0;0;0;0;0;0;0;0;0;0,084293948;0;0,014210152;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Tmast";"Thymus mastichina";0;0,124038700074423;80;3;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,138851075;0;0;0;0;0;0,342679128;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Toarv";"Torilis arvensis";0;0,0356125356125356;37,5;1;1;1;0;0;0;0;0;0;0;0;0,022355694;0;0,011882782;0,020891276;0;0;0;0;0;0;0;0;0;0,060642814;0,005302725;0;0,016335421;0;0,171352075;0;0;0,099109847;0,034614053;0,029100529;0,018921322;0,031104151;0;0,348308375;0,401098971;0;0;0,063414634;0,01894687;0;0;0,234234234;0;0;0;0;0;0;0;0;0,007648184;0;0;0;0;0;0;0,011297307;0;0;0;0;0;0;0,117867166;0,026649962;0,085179295;0,185015579;0,010023553;0;0;0;0;0;0;0;0;0,00480321;0
"Tangu";"Trifolium angustifolium";0;0,0510204081632653;16,9;6;0;1;0;0;0;0;0;0;0;0;0;0;0;0,006144493;0;0;0;0;0;0;0,004716627;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,012257673;0;0;0;0;0;0;0;0;0
"Trarv";"Trifolium arvense";0;0,0484543075879446;12,5;5;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,021450597;0;0;0;0;0;0;0;0,0448;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Tcamp";"Trifolium campestre";0;0,0240384615384615;8,6;7;0;1;0;0;0;0;0;0;0;0;0;0;0;0,015975682;0;0;0;0;0;0;0,014149881;0;0;0;0;0;0;0,009347782;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,003107105;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Tscab";"Trifolium scabrum";0;0,0409836065573771;20;5;0;1;0;0;0;0;0;0;0;0,001916939;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Tgutt";"Tuberaria guttata";0;0,0462962962962963;16,2;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,027972028;0;0;0;0;0;0;0;0
"Ulexsp";"Ulex sp.";0;0,16366612111293;80;3;1;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,049325026;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Umari";"Urginea maritima";0;0,050436273768094;40;2;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,003496503;0;0;0;0;0;0;0;0
"Vtinu";"Viburnum tinus";1;0,072992700729927;390;4;1;1;0;1;0;0;0;0;0;0;0;0;0,000891209;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,071297989;0,030232558;0;0;0;0;0;0;0;0;0;0;0;0,018911223;0,03075919;0;0,047253891;0;0;0,031019601;0,039113429;0;0;0;0;0;0
"Vparv";"Vicia parviflora";0;0,0459906046253717;60;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,013324981;0;0;0;0,020429455;0;0;0;0;0;0;0;0,00640428;0
"Vsati";"Vicia sativa";0;0,0459906046253717;57,5;4;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,011297307;0;0;0;0;0;0;0;0;0;0;0;0,061288365;0;0;0;0;0;0;0;0,00640428;0
"Vbrom";"Vulpia bromoides";0;0,0425531914893617;30;4;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,065481759;0;0,140388098;0,071876556;0;0;0;0;0;0;0;0;0;0;0
"Vcili";"Vulpia ciliata";0;0,026525198938992;12;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,3808;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,168381665;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Amons";"Acer monspessulanum";0;0,0713148073481149;1066,666667;2;1;0;1;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Apyra";"Anacamptis pyramidalis";0;0,0323336836149058;40,9375;2;1;0;1;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Avuln";"Anthyllis vulneraria";1;0,0746647552489323;18,66666667;4;1;1;1;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Acanc";"Atractylis cancellata";0;0,0651847989048954;15,45;3;1;1;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Agumm";"Atractylis gummifera";0;0,0651847989048954;13,59583333;2;1;1;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Bretu";"Brachypodium retusum";0;0,086475268073331;36,22857143;2;1;0;1;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Cmeli";"Centaurea melitensis";0;0,0569881749536971;14,75;3;1;1;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Cspha";"Centaurea sphaerocephala";0;0,0593771748690166;18,44259259;3;1;1;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Cleuc";"Cephalaria leucantha";0;0,149767859817283;20;4;1;0;1;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Escop";"Erica scoparia";0;0,136239782016349;193,5;6;1;0;1;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Echar";"Euphorbia characias";0;0,0909024865955239;100;2,857142857;1;1;1;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Enica";"Euphorbia nicaeensis";0;0,0791251245124828;28,04;2,857142857;1;1;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Epter";"Euphorbia pterococca";0;0,024169308264708;2,857142857;2,857142857;1;1;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Eserr";"Euphorbia serrata";0;0,0944867009968347;36,9;6;1;1;1;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Esulc";"Euphorbia sulcata";0;0,024169308264708;7,899;2,857142857;1;0;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Gital";"Gladiolus italicus";0;0,0501504513540622;75;3;1;0;1;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Hmari";"Helianthemum marifolium";0;0,129575639779721;23,4;5;1;0;1;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Lstri";"Linum strictum";0;0,0663966536086581;19,7;4;1;0;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
